Respondent,Hobby,OpenSource,Country,Student,Employment,FormalEducation,UndergradMajor,CompanySize,DevType,YearsCoding,YearsCodingProf,JobSatisfaction,CareerSatisfaction,HopeFiveYears,JobSearchStatus,LastNewJob,AssessJob1,AssessJob2,AssessJob3,AssessJob4,AssessJob5,AssessJob6,AssessJob7,AssessJob8,AssessJob9,AssessJob10,AssessBenefits1,AssessBenefits2,AssessBenefits3,AssessBenefits4,AssessBenefits5,AssessBenefits6,AssessBenefits7,AssessBenefits8,AssessBenefits9,AssessBenefits10,AssessBenefits11,JobContactPriorities1,JobContactPriorities2,JobContactPriorities3,JobContactPriorities4,JobContactPriorities5,JobEmailPriorities1,JobEmailPriorities2,JobEmailPriorities3,JobEmailPriorities4,JobEmailPriorities5,JobEmailPriorities6,JobEmailPriorities7,UpdateCV,Currency,Salary,SalaryType,ConvertedSalary,CurrencySymbol,CommunicationTools,TimeFullyProductive,EducationTypes,SelfTaughtTypes,TimeAfterBootcamp,HackathonReasons,AgreeDisagree1,AgreeDisagree2,AgreeDisagree3,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,FrameworkWorkedWith,FrameworkDesireNextYear,IDE,OperatingSystem,NumberMonitors,Methodology,VersionControl,CheckInCode,AdBlocker,AdBlockerDisable,AdBlockerReasons,AdsAgreeDisagree1,AdsAgreeDisagree2,AdsAgreeDisagree3,AdsActions,AdsPriorities1,AdsPriorities2,AdsPriorities3,AdsPriorities4,AdsPriorities5,AdsPriorities6,AdsPriorities7,AIDangerous,AIInteresting,AIResponsible,AIFuture,EthicsChoice,EthicsReport,EthicsResponsible,EthicalImplications,StackOverflowRecommend,StackOverflowVisit,StackOverflowHasAccount,StackOverflowParticipate,StackOverflowJobs,StackOverflowDevStory,StackOverflowJobsRecommend,StackOverflowConsiderMember,HypotheticalTools1,HypotheticalTools2,HypotheticalTools3,HypotheticalTools4,HypotheticalTools5,WakeTime,HoursComputer,HoursOutside,SkipMeals,ErgonomicDevices,Exercise,Gender,SexualOrientation,EducationParents,RaceEthnicity,Age,Dependents,MilitaryUS,SurveyTooLong,SurveyEasy
32588,Yes,No,Saudi Arabia,"Yes, part-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration","5,000 to 9,999 employees",Back-end developer;Database administrator;Full-stack developer,6-8 years,3-5 years,Slightly satisfied,Moderately satisfied,Working as a product manager or project manager,"I’m not actively looking, but I am open to new opportunities",More than 4 years ago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10 (Very Likely),Daily or almost daily,Yes,Less than once per month or monthly,Yes,"No, and I don't know what that is",8,I'm not sure,A little bit interested,A little bit interested,Very interested,Somewhat interested,Extremely interested,Between 6:01 - 7:00 AM,9 - 12 hours,30 - 59 minutes,1 - 2 times per week,Ergonomic keyboard or mouse,I don't typically exercise,NA,NA,NA,NA,NA,NA,NA,NA,NA
32676,Yes,No,Saudi Arabia,No,Employed full-time,Associate degree,"Another engineering discipline (ex. civil, electrical, mechanical)",500 to 999 employees,Engineering manager,0-2 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monthly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C;C++;Swift;VBA,NA,NA,NA,iOS,NA,NA,NA,Xcode,MacOS,1,NA,NA,Once a day,Yes,Yes,The website I was visiting forced me to disable it to access their content,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Saw an online advertisement and then researched it (without clicking on the ad),NA,NA,NA,NA,NA,NA,NA,Increasing automation of jobs,"Artificial intelligence surpassing human intelligence (""the singularity"")",NA,"I don't care about it, or I haven't thought about it.",No,No,The developer who wrote it,Yes,10 (Very Likely),Daily or almost daily,Yes,A few times per week,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",NA,Yes,Somewhat interested,Extremely interested,Somewhat interested,Not at all interested,Not at all interested,I work night shifts,1 - 4 hours,Over 4 hours,Never,NA,Daily or almost every day,NA,NA,NA,NA,NA,NA,NA,NA,NA
33864,Yes,Yes,Saudi Arabia,"Yes, part-time",Employed full-time,I never completed any formal education,NA,20 to 99 employees,Back-end developer;Database administrator;DevOps specialist;Full-stack developer;System administrator,6-8 years,6-8 years,Extremely dissatisfied,Neither satisfied nor dissatisfied,Working as a founder or co-founder of my own company,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,4,5,8,9,1,2,3,7,10,6,1,3,8,9,10,11,5,4,6,2,7,1,2,3,4,5,5,3,7,4,1,2,6,A recruiter contacted me,NA,13200,Monthly,42240,SAR,"Confluence;Slack;Trello;Other wiki tool (Github, Google Sites, proprietary software, etc.)",One to three months,"Participated in online coding competitions (e.g. HackerRank, CodeChef, TopCoder);Contributed to open source software",NA,NA,"To improve my general technical skills or programming ability;To improve my knowledge of a specific programming language, framework, or other technology;To improve my ability to work on a team with other programmers;To build my professional network;To help me find new job opportunities;To win prizes or cash awards;Because I find it enjoyable",Neither Agree nor Disagree,Strongly agree,Strongly disagree,Go;JavaScript;Python;Ruby;SQL;HTML;CSS;Bash/Shell,Go;Python;HTML;CSS;Bash/Shell,Cassandra;MongoDB;Redis;MySQL;SQLite;Elasticsearch,Cassandra;MongoDB;Redis;MySQL;SQLite;Apache HBase;Apache Hive;Memcached;Google BigQuery;Neo4j;Elasticsearch,AWS;Google Cloud Platform/App Engine;Heroku;Linux;Serverless,AWS;Google Cloud Platform/App Engine;Heroku;Linux;Serverless;Firebase,NA,Hadoop;React;TensorFlow;Torch/PyTorch,Sublime Text;Visual Studio Code,MacOS,1,Agile;Pair programming,Git,Multiple times per day,No,NA,NA,Strongly agree,Strongly agree,Strongly agree,Clicked on an online advertisement;Saw an online advertisement and then researched it (without clicking on the ad),1,5,4,7,6,3,2,Increasing automation of jobs,Increasing automation of jobs,The developers or the people creating the AI,"I don't care about it, or I haven't thought about it.",Yes,"Yes, but only within the company",NA,No,10 (Very Likely),Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Yes,"No, I know what it is but I don't have one",2,I'm not sure,A little bit interested,A little bit interested,Not at all interested,Extremely interested,Somewhat interested,Between 7:01 - 8:00 AM,9 - 12 hours,30 - 59 minutes,1 - 2 times per week,Standing desk;Ergonomic keyboard or mouse,I don't typically exercise,Male,Straight or heterosexual;Bisexual or Queer,Associate degree,Middle Eastern,18 - 24 years old,No,NA,The survey was too long,Very difficult
34149,Yes,No,Saudi Arabia,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",500 to 999 employees,Back-end developer;Full-stack developer,3-5 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35217,Yes,Yes,Saudi Arabia,No,Employed part-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Back-end developer;Desktop or enterprise applications developer;Mobile developer,18-20 years,12-14 years,Slightly satisfied,Slightly satisfied,Working as a founder or co-founder of my own company,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,9,2,5,3,1,6,4,7,10,8,1,6,2,8,10,4,11,3,9,5,7,5,3,1,2,4,5,2,6,3,1,7,4,I saw an employer’s advertisement,U.S. dollars ($),NA,Monthly,NA,USD,"Confluence;Google Hangouts/Chat;Jira;Office / productivity suite (Microsoft Office, Google Suite, etc.);Slack;Stack Overflow Enterprise;Other chat system (IRC, proprietary software, etc.);Other wiki tool (Github, Google Sites, proprietary software, etc.)",Three to six months,"Taken an online course in programming or software development (e.g. a MOOC);Participated in a full-time developer training program or bootcamp;Taken a part-time in-person course in programming or software development;Completed an industry certification program (e.g. MCPD);Received on-the-job training in software development;Taught yourself a new language, framework, or tool without taking a formal course;Participated in online coding competitions (e.g. HackerRank, CodeChef, TopCoder);Participated in a hackathon;Contributed to open source software","The official documentation and/or standards for the technology;A book or e-book from O’Reilly, Apress, or a similar publisher;Questions & answers on Stack Overflow;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.);Tapping your network of friends, family, and peers versed in the technology;The technology’s online help system",Longer than a year,"To improve my general technical skills or programming ability;To improve my knowledge of a specific programming language, framework, or other technology;To improve my ability to work on a team with other programmers;Because I find it enjoyable",Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,C++;C#;Java;JavaScript;Objective-C;PHP;Python;Ruby;SQL;Delphi/Object Pascal;HTML;CSS,JavaScript;Ruby;Delphi/Object Pascal;CSS,SQL Server;MySQL;SQLite;Oracle;Google Cloud Storage,MongoDB;SQL Server;MySQL;SQLite;Oracle;Google Cloud Storage,Android;Apple Watch or Apple TV;AWS;iOS;Linux;Mac OS;Windows Desktop or Server;Windows Phone;WordPress;Firebase,Android;Apple Watch or Apple TV;AWS;iOS;Linux;Mac OS;Windows Desktop or Server;Windows Phone;WordPress;Firebase,Node.js;React,Node.js;React,Android Studio;Notepad++;PHPStorm;Visual Studio;Visual Studio Code;Xcode,Windows,3,Agile;Evidence-based software engineering;Mob programming,Git;Subversion;Copying and pasting files to network shares;Zip file back-ups,Multiple times per day,Yes,I'm not sure/I can't remember,NA,Strongly agree,Strongly agree,Strongly agree,Saw an online advertisement and then researched it (without clicking on the ad);Stopped going to a website because of their advertising,4,1,6,3,5,2,7,"Artificial intelligence surpassing human intelligence (""the singularity"")","Artificial intelligence surpassing human intelligence (""the singularity"")",Prominent industry leaders,I'm worried about the dangers more than I'm excited about the possibilities.,No,Depends on what it is,Upper management at the company/organization,Yes,10 (Very Likely),Multiple times per day,Yes,Daily or almost daily,Yes,"No, I know what it is but I don't have one",10 (Very Likely),I'm not sure,A little bit interested,Not at all interested,Very interested,Very interested,Somewhat interested,I do not have a set schedule,1 - 4 hours,3 - 4 hours,Daily or almost every day,Standing desk;Fatigue-relieving floor mat;Ergonomic keyboard or mouse;Wrist/hand supports or braces,1 - 2 times per week,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Middle Eastern,35 - 44 years old,Yes,NA,The survey was too long,Very easy
39616,Yes,No,Saudi Arabia,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",10 to 19 employees,Back-end developer;Front-end developer;Full-stack developer;Game or graphics developer;System administrator,3-5 years,3-5 years,Extremely satisfied,Extremely satisfied,Working as a founder or co-founder of my own company,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,1,6,2,5,4,3,7,10,8,9,1,7,2,10,8,5,4,3,11,9,6,3,1,2,4,5,3,1,2,6,5,4,7,I saw an employer’s advertisement,NA,10500,Monthly,33600,SAR,Slack,One to three months,"Taken an online course in programming or software development (e.g. a MOOC);Taught yourself a new language, framework, or tool without taking a formal course","A book or e-book from O’Reilly, Apress, or a similar publisher;A college/university computer science or software engineering book;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.)",NA,NA,Strongly agree,Neither Agree nor Disagree,Strongly disagree,C#;Java;JavaScript;PHP;SQL;HTML;CSS,C++;Swift;Kotlin,"MySQL;Microsoft Azure (Tables, CosmosDB, SQL, etc)",NA,Azure;Linux,AWS;Azure;Linux;Windows Desktop or Server;Windows Phone,.NET Core,.NET Core;Node.js,Android Studio;IntelliJ;Visual Studio;Visual Studio Code;Xcode,Windows,3,Agile;Scrum,Git;Team Foundation Version Control,Once a day,Yes,Yes,The website I was visiting forced me to disable it to access their content;I wanted to support the website I was visiting by viewing their ads,Somewhat disagree,Somewhat agree,Somewhat disagree,NA,NA,NA,NA,NA,NA,NA,NA,"Evolving definitions of ""fairness"" in algorithmic versus human decisions","Artificial intelligence surpassing human intelligence (""the singularity"")",A governmental or other regulatory body,I'm excited about the possibilities more than worried about the dangers.,No,Depends on what it is,Upper management at the company/organization,Yes,10 (Very Likely),Daily or almost daily,Yes,Less than once per month or monthly,Yes,"No, and I don't know what that is",10 (Very Likely),Yes,Not at all interested,A little bit interested,A little bit interested,Extremely interested,Somewhat interested,Between 8:01 - 9:00 AM,Over 12 hours,Less than 30 minutes,Never,NA,I don't typically exercise,Male,Straight or heterosexual,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",NA,25 - 34 years old,No,NA,The survey was too long,Very easy
40525,No,No,Saudi Arabia,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Back-end developer;Front-end developer,3-5 years,3-5 years,Slightly satisfied,Slightly dissatisfied,Working as a founder or co-founder of my own company,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44511,Yes,No,Saudi Arabia,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Back-end developer;Data or business analyst;Database administrator;Designer;Desktop or enterprise applications developer;Front-end developer;Full-stack developer;System administrator,9-11 years,9-11 years,Slightly dissatisfied,Slightly dissatisfied,Working as a product manager or project manager,"I’m not actively looking, but I am open to new opportunities",More than 4 years ago,10,5,9,1,3,7,6,2,8,4,1,10,2,6,7,8,9,11,3,4,5,2,1,5,3,4,7,4,6,2,1,5,3,My job status or other personal status changed,NA,14000,Monthly,44796,SAR,"Office / productivity suite (Microsoft Office, Google Suite, etc.)",Less than a month,"Taken an online course in programming or software development (e.g. a MOOC);Completed an industry certification program (e.g. MCPD);Taught yourself a new language, framework, or tool without taking a formal course","The official documentation and/or standards for the technology;A book or e-book from O’Reilly, Apress, or a similar publisher;Questions & answers on Stack Overflow;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.)",NA,NA,NA,NA,NA,C#;VB.NET,C#;Go;R;CSS,SQL Server,"MongoDB;SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc);Google Cloud Storage",SharePoint;Windows Desktop or Server,Android;AWS;Raspberry Pi;SharePoint;Windows Desktop or Server,Angular,.NET Core;Node.js,Notepad++;Visual Studio,Windows,2,Extreme programming (XP);Formal standard such as ISO 9001 or IEEE 12207 (aka “waterfall” methodologies),Git;Copying and pasting files to network shares;Zip file back-ups,Weekly or a few times per month,Yes,No,NA,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Clicked on an online advertisement;Saw an online advertisement and then researched it (without clicking on the ad),3,1,4,2,6,7,5,"Evolving definitions of ""fairness"" in algorithmic versus human decisions",Increasing automation of jobs,Prominent industry leaders,I'm excited about the possibilities more than worried about the dangers.,Depends on what it is,Depends on what it is,Upper management at the company/organization,Yes,9,A few times per week,Yes,A few times per week,Yes,"No, I know what it is but I don't have one",6,I'm not sure,Very interested,Somewhat interested,Not at all interested,Somewhat interested,Very interested,Between 7:01 - 8:00 AM,9 - 12 hours,1 - 2 hours,1 - 2 times per week,NA,I don't typically exercise,Male,Straight or heterosexual,Associate degree,NA,25 - 34 years old,Yes,NA,The survey was too long,Somewhat easy
46181,Yes,No,Saudi Arabia,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Information systems, information technology, or system administration","1,000 to 4,999 employees",Back-end developer;Database administrator;Educator or academic researcher;Front-end developer,15-17 years,12-14 years,Moderately dissatisfied,Moderately dissatisfied,Working as a founder or co-founder of my own company,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,4,5,10,9,1,8,6,2,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JavaScript;PHP;Python;HTML;CSS,JavaScript;Python;HTML;CSS,MySQL;PostgreSQL,PostgreSQL,Linux,Azure;Google Cloud Platform/App Engine;Linux,NA,Django;Node.js,Notepad++;PyCharm;Sublime Text;Visual Studio Code,Windows,2,NA,Git,Multiple times per day,Yes,Yes,The website I was visiting forced me to disable it to access their content;The website I was visiting asked me to disable it;I wanted to support the website I was visiting by viewing their ads,Somewhat agree,Neither agree nor disagree,Somewhat agree,Saw an online advertisement and then researched it (without clicking on the ad),2,1,6,3,4,5,7,NA,Algorithms making important decisions,The developers or the people creating the AI,I'm worried about the dangers more than I'm excited about the possibilities.,No,"Yes, and publicly",The developer who wrote it,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48843,Yes,No,Saudi Arabia,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",500 to 999 employees,System administrator,0-2 years,0-2 years,Moderately dissatisfied,Moderately dissatisfied,Working in a different or more specialized technical role than the one I'm in now,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,9,7,5,1,6,10,4,3,8,2,1,9,2,11,7,10,6,3,5,4,8,4,1,3,5,2,4,3,7,1,2,5,6,I saw an employer’s advertisement,U.S. dollars ($),20000,Yearly,20000,USD,"Office / productivity suite (Microsoft Office, Google Suite, etc.)",NA,"Taken a part-time in-person course in programming or software development;Taught yourself a new language, framework, or tool without taking a formal course","A book or e-book from O’Reilly, Apress, or a similar publisher;Questions & answers on Stack Overflow",NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly agree,JavaScript;Python,Python,NA,NA,Windows Desktop or Server,Windows Desktop or Server,Hadoop,NA,Notepad++,Windows,2,Scrum,I don't use version control,NA,Yes,I'm not sure/I can't remember,NA,Somewhat agree,Somewhat agree,Somewhat agree,Stopped going to a website because of their advertising,3,1,7,2,5,6,4,"Artificial intelligence surpassing human intelligence (""the singularity"")",Increasing automation of jobs,A governmental or other regulatory body,I'm excited about the possibilities more than worried about the dangers.,Depends on what it is,Depends on what it is,The person who came up with the idea,Unsure / I don't know,6,A few times per month or weekly,Yes,A few times per month or weekly,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",NA,Yes,A little bit interested,Extremely interested,Somewhat interested,Very interested,Somewhat interested,Between 6:01 - 7:00 AM,5 - 8 hours,1 - 2 hours,1 - 2 times per week,NA,1 - 2 times per week,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",South Asian,25 - 34 years old,No,NA,The survey was too long,Somewhat easy
48924,Yes,No,Saudi Arabia,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Mobile developer,9-11 years,3-5 years,Slightly dissatisfied,Slightly dissatisfied,Working as a founder or co-founder of my own company,I am not interested in new job opportunities,Less than a year ago,8,10,7,1,3,5,2,4,9,6,1,6,4,10,8,11,3,7,5,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A recruiter contacted me,NA,25300,Monthly,80952,SAR,NA,Three to six months,"Taken an online course in programming or software development (e.g. a MOOC);Taught yourself a new language, framework, or tool without taking a formal course","The official documentation and/or standards for the technology;A book or e-book from O’Reilly, Apress, or a similar publisher;Questions & answers on Stack Overflow",NA,NA,Strongly agree,Strongly agree,Strongly disagree,Java;Swift;HTML;CSS,Java;Python;SQL;Swift;TypeScript;HTML;CSS,MySQL;MariaDB,MongoDB;MySQL;MariaDB;Google BigQuery;Google Cloud Storage,Android;iOS;WordPress;Firebase,Android;Heroku;iOS;WordPress;Firebase,NA,Angular;Hadoop;Node.js;Cordova;Spring,Android Studio;IntelliJ;Visual Studio Code;Xcode,MacOS,2,Agile;Formal standard such as ISO 9001 or IEEE 12207 (aka “waterfall” methodologies),Git,Multiple times per day,Yes,Yes,The website I was visiting forced me to disable it to access their content,Strongly disagree,Strongly disagree,Strongly disagree,Saw an online advertisement and then researched it (without clicking on the ad);Stopped going to a website because of their advertising,5,4,7,3,6,1,2,Increasing automation of jobs,Increasing automation of jobs,The developers or the people creating the AI,"I don't care about it, or I haven't thought about it.",No,"Yes, and publicly",The developer who wrote it,Unsure / I don't know,10 (Very Likely),Multiple times per day,Yes,A few times per month or weekly,Yes,Yes,10 (Very Likely),Yes,Not at all interested,Not at all interested,Somewhat interested,Extremely interested,Extremely interested,Between 5:00 - 6:00 AM,Over 12 hours,1 - 2 hours,Never,NA,I don't typically exercise,Male,Straight or heterosexual,Primary/elementary school,Middle Eastern,25 - 34 years old,Yes,NA,The survey was too long,Somewhat easy
